2023-05-05 10:59:47,026 INFO    StreamThr :63060 [internal.py:wandb_internal():86] W&B internal server running at pid: 63060, started at: 2023-05-05 10:59:47.026052
2023-05-05 10:59:47,027 DEBUG   HandlerThread:63060 [handler.py:handle_request():144] handle_request: status
2023-05-05 10:59:47,031 INFO    WriterThread:63060 [datastore.py:open_for_write():85] open: /Users/mt361/Desktop/RL-Bandits/wandb/run-20230505_105947-0cts5ltb/run-0cts5ltb.wandb
2023-05-05 10:59:47,031 DEBUG   SenderThread:63060 [sender.py:send():375] send: header
2023-05-05 10:59:47,049 DEBUG   SenderThread:63060 [sender.py:send():375] send: run
2023-05-05 10:59:47,327 INFO    SenderThread:63060 [dir_watcher.py:__init__():219] watching files in: /Users/mt361/Desktop/RL-Bandits/wandb/run-20230505_105947-0cts5ltb/files
2023-05-05 10:59:47,327 INFO    SenderThread:63060 [sender.py:_start_run_threads():1124] run started: 0cts5ltb with start time 1683298787.026768
2023-05-05 10:59:47,327 DEBUG   SenderThread:63060 [sender.py:send_request():402] send_request: summary_record
2023-05-05 10:59:47,328 INFO    SenderThread:63060 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-05-05 10:59:47,333 DEBUG   HandlerThread:63060 [handler.py:handle_request():144] handle_request: check_version
2023-05-05 10:59:47,333 DEBUG   SenderThread:63060 [sender.py:send_request():402] send_request: check_version
2023-05-05 10:59:47,457 DEBUG   HandlerThread:63060 [handler.py:handle_request():144] handle_request: run_start
2023-05-05 10:59:47,474 DEBUG   HandlerThread:63060 [system_info.py:__init__():31] System info init
2023-05-05 10:59:47,475 DEBUG   HandlerThread:63060 [system_info.py:__init__():46] System info init done
2023-05-05 10:59:47,475 INFO    HandlerThread:63060 [system_monitor.py:start():181] Starting system monitor
2023-05-05 10:59:47,475 INFO    SystemMonitor:63060 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-05-05 10:59:47,475 INFO    HandlerThread:63060 [system_monitor.py:probe():201] Collecting system info
2023-05-05 10:59:47,476 INFO    SystemMonitor:63060 [interfaces.py:start():190] Started cpu monitoring
2023-05-05 10:59:47,476 INFO    SystemMonitor:63060 [interfaces.py:start():190] Started disk monitoring
2023-05-05 10:59:47,477 DEBUG   HandlerThread:63060 [system_info.py:probe():195] Probing system
2023-05-05 10:59:47,477 INFO    SystemMonitor:63060 [interfaces.py:start():190] Started memory monitoring
2023-05-05 10:59:47,478 INFO    SystemMonitor:63060 [interfaces.py:start():190] Started network monitoring
2023-05-05 10:59:47,486 DEBUG   HandlerThread:63060 [system_info.py:_probe_git():180] Probing git
2023-05-05 10:59:47,503 DEBUG   HandlerThread:63060 [system_info.py:_probe_git():188] Probing git done
2023-05-05 10:59:47,503 DEBUG   HandlerThread:63060 [system_info.py:probe():240] Probing system done
2023-05-05 10:59:47,504 DEBUG   HandlerThread:63060 [system_monitor.py:probe():210] {'os': 'macOS-10.16-x86_64-i386-64bit', 'python': '3.9.16', 'heartbeatAt': '2023-05-05T14:59:47.477267', 'startedAt': '2023-05-05T14:59:47.018155', 'docker': None, 'cuda': None, 'args': ('--model', 'an_cnn', '--algo', 'a2c', '--batch_size', '8', '--unroll_length', '200', '--learning_rate', '0.00025', '--save_path', 'trained/actor_critic_skip4_resize.pt', '--total_frames', '50_000_000'), 'state': 'running', 'program': '/Users/mt361/Desktop/RL-Bandits/train.py', 'codePath': 'train.py', 'git': {'remote': 'git@github.com:MuhangTian/Deep-RL.git', 'commit': '095106a9b2be10050313be23a826f34e2bb38e50'}, 'email': '--global', 'root': '/Users/mt361/Desktop/RL-Bandits', 'host': 'MacBook-Pro-73.local', 'username': 'mt361', 'executable': '/usr/local/anaconda3/envs/RL/bin/python', 'cpu_count': 12, 'cpu_count_logical': 12, 'cpu_freq': {'current': 2400, 'min': 2400, 'max': 2400}, 'cpu_freq_per_core': [{'current': 2400, 'min': 2400, 'max': 2400}], 'disk': {'total': 926.3517189025879, 'used': 11.967166900634766}, 'memory': {'total': 16.0}}
2023-05-05 10:59:47,504 INFO    HandlerThread:63060 [system_monitor.py:probe():211] Finished collecting system info
2023-05-05 10:59:47,504 INFO    HandlerThread:63060 [system_monitor.py:probe():214] Publishing system info
2023-05-05 10:59:47,504 DEBUG   HandlerThread:63060 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-05-05 10:59:47,504 DEBUG   HandlerThread:63060 [system_info.py:_save_pip():67] Saving pip packages done
2023-05-05 10:59:47,504 DEBUG   HandlerThread:63060 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2023-05-05 10:59:48,334 INFO    Thread-12 :63060 [dir_watcher.py:_on_file_created():278] file/dir created: /Users/mt361/Desktop/RL-Bandits/wandb/run-20230505_105947-0cts5ltb/files/requirements.txt
2023-05-05 10:59:48,334 INFO    Thread-12 :63060 [dir_watcher.py:_on_file_created():278] file/dir created: /Users/mt361/Desktop/RL-Bandits/wandb/run-20230505_105947-0cts5ltb/files/conda-environment.yaml
