2023-05-02 14:08:41,716 INFO    StreamThr :36079 [internal.py:wandb_internal():86] W&B internal server running at pid: 36079, started at: 2023-05-02 14:08:41.715468
2023-05-02 14:08:41,721 DEBUG   HandlerThread:36079 [handler.py:handle_request():144] handle_request: status
2023-05-02 14:08:41,724 INFO    WriterThread:36079 [datastore.py:open_for_write():85] open: /Users/mt361/Desktop/RL-Bandits/wandb/run-20230502_140841-6wvicrg5/run-6wvicrg5.wandb
2023-05-02 14:08:41,728 DEBUG   SenderThread:36079 [sender.py:send():375] send: header
2023-05-02 14:08:41,739 DEBUG   SenderThread:36079 [sender.py:send():375] send: run
2023-05-02 14:08:42,214 INFO    SenderThread:36079 [dir_watcher.py:__init__():219] watching files in: /Users/mt361/Desktop/RL-Bandits/wandb/run-20230502_140841-6wvicrg5/files
2023-05-02 14:08:42,214 INFO    SenderThread:36079 [sender.py:_start_run_threads():1124] run started: 6wvicrg5 with start time 1683050921.71253
2023-05-02 14:08:42,215 DEBUG   HandlerThread:36079 [handler.py:handle_request():144] handle_request: check_version
2023-05-02 14:08:42,215 DEBUG   SenderThread:36079 [sender.py:send_request():402] send_request: summary_record
2023-05-02 14:08:42,216 INFO    SenderThread:36079 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-05-02 14:08:42,217 DEBUG   SenderThread:36079 [sender.py:send_request():402] send_request: check_version
2023-05-02 14:08:42,350 DEBUG   HandlerThread:36079 [handler.py:handle_request():144] handle_request: run_start
2023-05-02 14:08:42,365 DEBUG   HandlerThread:36079 [system_info.py:__init__():31] System info init
2023-05-02 14:08:42,366 DEBUG   HandlerThread:36079 [system_info.py:__init__():46] System info init done
2023-05-02 14:08:42,366 INFO    HandlerThread:36079 [system_monitor.py:start():181] Starting system monitor
2023-05-02 14:08:42,367 INFO    HandlerThread:36079 [system_monitor.py:probe():201] Collecting system info
2023-05-02 14:08:42,367 INFO    SystemMonitor:36079 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-05-02 14:08:42,369 DEBUG   HandlerThread:36079 [system_info.py:probe():195] Probing system
2023-05-02 14:08:42,370 INFO    SystemMonitor:36079 [interfaces.py:start():190] Started cpu monitoring
2023-05-02 14:08:42,372 INFO    SystemMonitor:36079 [interfaces.py:start():190] Started disk monitoring
