2023-05-02 02:34:19,115 INFO    StreamThr :99049 [internal.py:wandb_internal():86] W&B internal server running at pid: 99049, started at: 2023-05-02 02:34:19.114897
2023-05-02 02:34:19,117 DEBUG   HandlerThread:99049 [handler.py:handle_request():144] handle_request: status
2023-05-02 02:34:19,119 INFO    WriterThread:99049 [datastore.py:open_for_write():85] open: /Users/mt361/Desktop/RL-Bandits/wandb/run-20230502_023419-f4ronm9h/run-f4ronm9h.wandb
2023-05-02 02:34:19,120 DEBUG   SenderThread:99049 [sender.py:send():375] send: header
2023-05-02 02:34:19,143 DEBUG   SenderThread:99049 [sender.py:send():375] send: run
2023-05-02 02:34:19,512 INFO    SenderThread:99049 [dir_watcher.py:__init__():219] watching files in: /Users/mt361/Desktop/RL-Bandits/wandb/run-20230502_023419-f4ronm9h/files
2023-05-02 02:34:19,513 INFO    SenderThread:99049 [sender.py:_start_run_threads():1124] run started: f4ronm9h with start time 1683009259.114205
2023-05-02 02:34:19,513 DEBUG   SenderThread:99049 [sender.py:send_request():402] send_request: summary_record
2023-05-02 02:34:19,513 INFO    SenderThread:99049 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-05-02 02:34:19,517 DEBUG   HandlerThread:99049 [handler.py:handle_request():144] handle_request: check_version
2023-05-02 02:34:19,517 DEBUG   SenderThread:99049 [sender.py:send_request():402] send_request: check_version
2023-05-02 02:34:19,663 DEBUG   HandlerThread:99049 [handler.py:handle_request():144] handle_request: run_start
2023-05-02 02:34:19,681 DEBUG   HandlerThread:99049 [system_info.py:__init__():31] System info init
2023-05-02 02:34:19,682 DEBUG   HandlerThread:99049 [system_info.py:__init__():46] System info init done
2023-05-02 02:34:19,682 INFO    HandlerThread:99049 [system_monitor.py:start():181] Starting system monitor
2023-05-02 02:34:19,682 INFO    SystemMonitor:99049 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-05-02 02:34:19,682 INFO    HandlerThread:99049 [system_monitor.py:probe():201] Collecting system info
2023-05-02 02:34:19,683 INFO    SystemMonitor:99049 [interfaces.py:start():190] Started cpu monitoring
2023-05-02 02:34:19,683 INFO    SystemMonitor:99049 [interfaces.py:start():190] Started disk monitoring
2023-05-02 02:34:19,684 DEBUG   HandlerThread:99049 [system_info.py:probe():195] Probing system
2023-05-02 02:34:19,684 INFO    SystemMonitor:99049 [interfaces.py:start():190] Started memory monitoring
2023-05-02 02:34:19,685 INFO    SystemMonitor:99049 [interfaces.py:start():190] Started network monitoring
2023-05-02 02:34:19,691 DEBUG   HandlerThread:99049 [system_info.py:_probe_git():180] Probing git
2023-05-02 02:34:19,709 DEBUG   HandlerThread:99049 [system_info.py:_probe_git():188] Probing git done
2023-05-02 02:34:19,709 DEBUG   HandlerThread:99049 [system_info.py:probe():240] Probing system done
2023-05-02 02:34:19,709 DEBUG   HandlerThread:99049 [system_monitor.py:probe():210] {'os': 'macOS-10.16-x86_64-i386-64bit', 'python': '3.9.16', 'heartbeatAt': '2023-05-02T06:34:19.684305', 'startedAt': '2023-05-02T06:34:19.100451', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/Users/mt361/Desktop/RL-Bandits/train.py', 'codePath': 'train.py', 'git': {'remote': 'git@github.com:MuhangTian/Deep-RL.git', 'commit': '9a929240c7c01efdf0aba2fd8d6a9d397b2a09c6'}, 'email': 'mt361@duke.edu', 'root': '/Users/mt361/Desktop/RL-Bandits', 'host': 'MacBook-Pro-73.local', 'username': 'mt361', 'executable': '/usr/local/anaconda3/envs/RL/bin/python', 'cpu_count': 12, 'cpu_count_logical': 12, 'cpu_freq': {'current': 2400, 'min': 2400, 'max': 2400}, 'cpu_freq_per_core': [{'current': 2400, 'min': 2400, 'max': 2400}], 'disk': {'total': 926.3517189025879, 'used': 11.967166900634766}, 'memory': {'total': 16.0}}
2023-05-02 02:34:19,709 INFO    HandlerThread:99049 [system_monitor.py:probe():211] Finished collecting system info
2023-05-02 02:34:19,709 INFO    HandlerThread:99049 [system_monitor.py:probe():214] Publishing system info
2023-05-02 02:34:19,709 DEBUG   HandlerThread:99049 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-05-02 02:34:19,710 DEBUG   HandlerThread:99049 [system_info.py:_save_pip():67] Saving pip packages done
2023-05-02 02:34:19,710 DEBUG   HandlerThread:99049 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2023-05-02 02:34:20,516 INFO    Thread-12 :99049 [dir_watcher.py:_on_file_created():278] file/dir created: /Users/mt361/Desktop/RL-Bandits/wandb/run-20230502_023419-f4ronm9h/files/requirements.txt
2023-05-02 02:34:20,517 INFO    Thread-12 :99049 [dir_watcher.py:_on_file_created():278] file/dir created: /Users/mt361/Desktop/RL-Bandits/wandb/run-20230502_023419-f4ronm9h/files/wandb-summary.json
2023-05-02 02:34:20,517 INFO    Thread-12 :99049 [dir_watcher.py:_on_file_created():278] file/dir created: /Users/mt361/Desktop/RL-Bandits/wandb/run-20230502_023419-f4ronm9h/files/conda-environment.yaml
2023-05-02 02:34:22,316 DEBUG   HandlerThread:99049 [system_info.py:_save_conda():86] Saving conda packages done
2023-05-02 02:34:22,316 INFO    HandlerThread:99049 [system_monitor.py:probe():216] Finished publishing system info
