2023-05-02 14:39:05,712 INFO    StreamThr :39516 [internal.py:wandb_internal():86] W&B internal server running at pid: 39516, started at: 2023-05-02 14:39:05.712591
2023-05-02 14:39:05,714 DEBUG   HandlerThread:39516 [handler.py:handle_request():144] handle_request: status
2023-05-02 14:39:05,716 INFO    WriterThread:39516 [datastore.py:open_for_write():85] open: /Users/mt361/Desktop/RL-Bandits/wandb/run-20230502_143905-6iu8rmzn/run-6iu8rmzn.wandb
2023-05-02 14:39:05,716 DEBUG   SenderThread:39516 [sender.py:send():375] send: header
2023-05-02 14:39:05,739 DEBUG   SenderThread:39516 [sender.py:send():375] send: run
2023-05-02 14:39:06,067 INFO    SenderThread:39516 [dir_watcher.py:__init__():219] watching files in: /Users/mt361/Desktop/RL-Bandits/wandb/run-20230502_143905-6iu8rmzn/files
2023-05-02 14:39:06,068 INFO    SenderThread:39516 [sender.py:_start_run_threads():1124] run started: 6iu8rmzn with start time 1683052745.712252
2023-05-02 14:39:06,068 DEBUG   SenderThread:39516 [sender.py:send_request():402] send_request: summary_record
2023-05-02 14:39:06,068 INFO    SenderThread:39516 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-05-02 14:39:06,070 DEBUG   HandlerThread:39516 [handler.py:handle_request():144] handle_request: check_version
2023-05-02 14:39:06,070 DEBUG   SenderThread:39516 [sender.py:send_request():402] send_request: check_version
2023-05-02 14:39:06,180 DEBUG   HandlerThread:39516 [handler.py:handle_request():144] handle_request: run_start
2023-05-02 14:39:06,196 DEBUG   HandlerThread:39516 [system_info.py:__init__():31] System info init
2023-05-02 14:39:06,196 DEBUG   HandlerThread:39516 [system_info.py:__init__():46] System info init done
2023-05-02 14:39:06,197 INFO    HandlerThread:39516 [system_monitor.py:start():181] Starting system monitor
2023-05-02 14:39:06,197 INFO    SystemMonitor:39516 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-05-02 14:39:06,197 INFO    HandlerThread:39516 [system_monitor.py:probe():201] Collecting system info
2023-05-02 14:39:06,198 INFO    SystemMonitor:39516 [interfaces.py:start():190] Started cpu monitoring
2023-05-02 14:39:06,198 INFO    SystemMonitor:39516 [interfaces.py:start():190] Started disk monitoring
2023-05-02 14:39:06,198 DEBUG   HandlerThread:39516 [system_info.py:probe():195] Probing system
2023-05-02 14:39:06,198 INFO    SystemMonitor:39516 [interfaces.py:start():190] Started memory monitoring
2023-05-02 14:39:06,199 INFO    SystemMonitor:39516 [interfaces.py:start():190] Started network monitoring
2023-05-02 14:39:06,206 DEBUG   HandlerThread:39516 [system_info.py:_probe_git():180] Probing git
2023-05-02 14:39:06,227 DEBUG   HandlerThread:39516 [system_info.py:_probe_git():188] Probing git done
2023-05-02 14:39:06,228 DEBUG   HandlerThread:39516 [system_info.py:probe():240] Probing system done
